,artist,song_name,closest_genre,lyric
52,George Olsen,Everybody Loves My Baby - But My Baby Don't Love Nobody But Me,Jazz,"Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

There's nothin' to it just say you wanna do it
Open up your heart and let the lovin' start

Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

Yeah, hold me tight with all your might
Now let your lovin' flow real sweet and slow

Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

C'mon...
Ahhhh...

Woman, take me in your arms
Rock your baby, oo, oo, oo
Woman, take me in your arms
Rock your baby

Ah-aaaaaah, yeah
Take me in your arms and rock me
Ah-aaaaaah, yeah
Take me in your arms and rock me
Ah-aaaaaah-aaaaaah"
53,George Olsen,Put Away a Little Ray of Golden Sunshine,Jazz,"Yeah

Lookin' back on the track for a little greenback
Got to find just the kind for losin' my mind
Outta sight in the night, outta sight in the day
Lookin' back on the track, gonna do it my way

Outta sight in the night, outta sight in the day
Lookin' back on the track, gonna do it my way
Look back

Lookin' for some happiness but there is only loneliness to find
Jump to the left, turn to the right
Lookin' up stairs, lookin' behind

Lookin' for some happiness but there is only loneliness to find
Jump to the left, turn to the right
Lookin' upstairs, lookin' behind

Yeah
Lookin' back on the track for a little greenback
Got to find just the kind for losin' my mind
Outta sight in the night, outta sight in the day
Lookin' back on the track, gonna do it my way
Lookin' back on the track for a little, little greenback
Got to find just the kind for losin' my mind

All right

Lookin' for some happiness but there is only loneliness to find
Jump to the left, turn to the right
Lookin' upstairs, lookin' behind"
54,Tommy Dorsey,"On the Sunny Side of the Street (From ""Is Everybody Happy?"")",Jazz,"Everybody!
Everybody!
Everybody's had a broken heart now!
Everybody!
Everybody!
Everybody's had the blues
Everybody!
Everybody!
Everybody's blue when they're lonesome!
Everybody!
Everybody!
Everybody's had the blues
One time or other everbody listen to me,
You loose somebody you love,
But that's no reason for you to break down and cry!
I said a hey everybody!
Everybody!
Everybody's had a lonely moment!
Everybody!
Everybody!
Everbody's had the blues
One time or other everbody listen to me,
You loose somebody you love,
But that's no reason for you to break down and cry!
I said a hey everybody!
Everbody!
Everybody's had a lonely moment!
Everybody!
Everybody!
Everbody's had the blues
I said a hey everybody!
Everybody!
Everybody's blue when they're lonesome!
Everybody!
Everybody!
Everybody's had the blues"
55,Tommy Dorsey,I'm Gettin' Sentimental Over You,Jazz,"GETTIN' TOGETHER
Tommy James &amp; The Shondells

Gettin' together is better than ever
Gettin' together
I am so happy baby
Now that you are my lady
We can hold hands together
Every day, come what may
I promise you I'll
Always give you my lovin' always
You can depend on me girl
All the time, rain or shine
You're gonna love it
I'm gonna love it
Day time, night time
Your time, my time
Gettin' together is better than ever
Gettin' together never felt like this before
Gettin' together is better than ever
Gettin' together

You bring me new excitement
I never knew what night meant
We got a thing together very few ever know
You can be sure of one thing
All of the love that I bring
I'm gonna keep you happy
All the time rain or shine
You're gonna love it
I'm gonna love it
Day time, night time
Your time, my time
Gettin' together is better than ever
Gettin' together never felt like this before
Gettin' together is better than ever
Gettin' together

Gettin' together is better than ever
Gettin' together never felt like this before
Gettin' together is better than ever
Gettin' together"
56,Ethel Waters,Heat Wave,Jazz,"[Jim:] ""This is K.A.O.S.
You and I are listening to KAOS in Los Angeles.
Let's go to the telephones now and take a request.""
[Billy:] ""Hello, I'm Billy.""
[Jim:] ""Yes?""
[Billy:] ""I hear radio waves in my head.""
[Jim:] ""You hear radio waves in your head?
Ah! Is there a request that
you have tonight for KAOS?""
Radio waves
Radio waves
Radio waves
He hears radio waves
Radio waves
The atmosphere is thin and cold
The yellow sun is getting old
The ozone overflows with radio waves
AM, FM, weather and news
Our leaders had a frank exchange of views
Are you confused, radio waves
Radio waves
Radio waves
AM radio waves
FM radio waves
Radio waves
Mind-numbing radio waves
Fish-stunning radio waves
Radio waves
Magic Billy in his wheel chair
Is picking up all this stuff in the air
Billy is face to face with outer space
Messages from distant stars
The local police calling all cars
Radio waves
Hear them radio waves
Radio waves
Jesus saves radio
Radio waves
Radio waves
AM radio waves
FM radio waves
All them radio waves
Radio waves
Radio waves
He hears radio waves
Radio waves
Radio waves
Hopeful radio waves
Dopeful radio waves
Radio waves
Russian radio waves
Prussian radio waves
Eastern radio waves
Western radio waves
Testing radio waves
One two
One two
Radio waves
Getting through to you
More code radio waves
Tobacco road radio waves
South to Paloma radio waves
Oklahoma City radio waves
Sitting pretty radio waves
Nitty-gritty radio waves
Radio waves
[Jim:] ""Alright, that's a song called Radio Waves.
You are listening to KAOS
In Los Angeles and we've got Billy on the line.""
[Billy:] ""I'm from the valleys."""
57,Jelly Roll Morton,Doctor Jazz,Jazz,"(M. Jagger/K. Richards)

Oh help me, please doctor, I'm damaged
There's a pain where there once was a heart
It's sleepin, it's a beatin'
Can't ya please tear it out, and preserve it
Right there in that jar?

Oh help me, please mama, I'm sick'ning
It's today that's the day of the plunge
Oh the gal I'm to marry
Is a bow-legged sow
I've been soakin' up drink like a sponge

Don't ya worry, get dressed,cried my mother
As she plied me with bourbon so sour
Pull your socks up, put your suit on
Comb your long hair down,
For you will be wed in the hour

So help me, please doctor, I'm damaged
There's a pain where there once was a heart
I'm sleepin, it's a beatin'
Can't ya please take it out, and preserve it
Right there in that jar?

Oh help me, please doctor, I'm damaged
There's a pain where there once was a heart
It's sleepin, it's a beatin'
Can't ya please tear it out, and preserve it
Right there in that jar?

I was tremblin', as I put on my jacket
It had creases as sharp as a knife
I put the ring in my pocket
But there was a note
And my heart it jumped into my mouth

It read, Darlin', I'm sorry to hurt you.
But I have no courage to speak to your face.
But I'm down in Virginia with your cousin Lou
There be no wedding today.

So help me, please doctor, I'm damaged
You can put back my heart in its hole
Oh mama, I'm cryin'
Tears of relief
And my pulse is now under control"
58,Ethel Waters,Stormy Weather (Keeps Rainin' All The Time) - 78rpm Version,Jazz,"My eyes keep me in trouble
Wants every woman I see
My eyes keep me in trouble
I want every woman I see
Ahh you pretty women kill me
Just come on and get poor me

I love to love pretty women
Any girl who'll join my pad
I love to love pretty women
Any girl who'll join my pad
I want to love pretty women
Till their hair turns back

I want women on my left, women on my right
Women all day, women all night
I want to love pretty women
That is a natural fact
I want to love pretty women
Any girl who'll join my pad

My eyes keep me in trouble
That is a natural fact
My eyes keep me in trouble
That is a natural fact
I want to love pretty women
Till their hair turns back"
59,Paul Whiteman & His Orchestra,It Won't Be Long Now,Jazz,"The long and winding road that leads to your door
Will never disappear.
I've seen that road before,
It always leads me here, lead me your door
Many times I've been alone
And many times I've cried
Anyway, you'll never know the many ways I've tried
But still they lead me back to the long and winding road.
You left me standing here
A long long time ago
Don't keep me waiting here,
Lead me to your door
Don't keep me waiting here,
Lead me to your door
The wild and windy night
That the rain washed away
Has left a pool of tears
Crying for the day
Don't leave me waiting here (don't keep me waiting)
Let me know the way"
60,Tom Dorsey,It's Right Here For You,Jazz,"Step right up
Step right up
Step right up
everyone's a winner
bargains galore
that's right you too can be the proud owner of
the quality goes in before the name goes on

one tenth of a dollar
one tenth of a dollar
we got service after the sale

how 'bout perfume
we got perfume
how 'bout an engagement ring

somethin for the little lady
somethin for the little lady
somethin for the little lady

3 for a dollar

We got a year end clearance
we got our white sale on a smoke damaged furniture
you can drive it away today.

act now
act now

and receive as our gift
our gift to you
they come in all colors
one size fits all

no muss, no fuss, no spills
you tired of kitchen drudgery
everything must go

goin outta biz
goin outta biz
goin outta bizness sale

50% off original retail price
skip the middle man

dont settle for less
how do we do it
how do we do it
volume! volume!
turn up the volume!

you've heard it advertised

don't hesitate

don't be caught with your drawers down
don't be caught with your drawers down

you just step right up
step right up

that's right it fillets
it chops, it dices, it slices
it never stops
lasts a lifetime, it mows your lawn

and it mows your lawn
it picks up the kids from school
it gets rid of unwanted facial hair
it gets rid of embarassing age spots
it delivers the pizza

and it lengthens
and it strengthens
and it finds that slipper that's be enlodged under the
chaise lounge for several weeks

and it plays a mean rhythm master
it makes excuses for unwanted lipstick on your collar
and it's only a dollar
step right up
it's only a dollar
step right up

'cause it forges your signature
if not completely satisfied
mail back unused portion of product for a complete refund of price of purchase

step right up

please allow thirty days for delivery
don't be fooled by cheap imitations

you can
live in it

live in it
laugh in it
love in it
swim in it
sleep in it
live in it
swim in it
laugh in it
love in it

and it removes embarassing stains from contour sheets
that's right

and it entertains visiting relatives
it turns a sandwich into a banquet

tired of being the life of the party
change your shorts
change your life

change your life
change into a 9 year old hindu boy
get rid of your wife

and it walks your dog
and it doubles on sax
doubles on sax
you can jump back jack
see ya later alligator
see ya later alligator
and it steals your car

it gets rid of your gambling debts
it quits smoking
it's a friend, it's a companion
it's the only product you will ever need

follow these easy assembly instructions
it never needs ironing

well it takes weights off hips
bust
thighs
chin
midriff
gives you dandruff

and it finds you a job
it is a job

and it strips the phone company
of free tapes and your while exchange

and it gives you denture breath
and you know it's a friend
and it's a companion

and it gets rid of your travellers checks
it's new, it's improved, it's old fashioned

well it takes care of business
never needs winding
never needs winding
never needs winding

gets rid of blackheads, heartbreak, and psoriasis
Christ, you don't know the meaning of heartbreak buddy
c'mon, c'mon.
c'mon, c'mon.

cause it's effective
it's defective

it creates household odors
it disinfects
it's sanitized for your protection
it gives you an erection
it wins the election

why put up with painful corns any longer
it's a redeemable coupon
no obligation
no salesman will visit your home

we got a jackpot
jackpot
jackpot
prizes! Prizes! Prizes!
All work guaranteed

how do we do it?
how do we do it?
how do we do it?
how do we do it?
we need your bidness

We're going out of business
we'll give you the business
get on the business end of our
going out of business sale

Receive our free brochure
free brochure

read the easy to follow assembly instructions
batteries not included

send before midnight tomorrow
terms available
step right up
step right up
step right up

you got it buddy
the large print giveth
and the small print taketh away

step right up
you can step right up
cause you can step right up
c'mon step right up

get away from me kid, ya bother me

step right up
step right up
step right up

c'mon c'mon c'mon
c'mon c'mon
step right up
you can step right up
c'mon and step right up
c'mon step right up"
61,Ethel Waters,(What Did I Do To Be So) Black and Blue?,Jazz,"I'm goin' down in Louisiana,
Baby, behind the sun.
I'm goin' down in Louisiana,
Baby, behind the sun.
Well, you know I just found out
My trouble just begun."
62,Ethel Waters,Please Don't Talk About Me When I'm Gone,Jazz,"Baby, please don't go
Baby, please don't go
Baby, please don't go, down to New Orleans
You know I love you so

Before I be your dog
Before I be your dog
Before I be your dog
I get you way'd out here, and let you walk alone

Turn your lamp down low
Turn your lamp down low
Turn your lamp down low
I beg you all night long, baby, please don't go

You brought me way down here
You brought me way down here
You brought me way down here
'bout to Rolling Forks, you treat me like a dog

Baby, please don't go
Baby, please don't go
Baby, please don't go, back the New Orleans
I beg you all night long

Before I be your dog
Before I be your dog
Before I be your dog
I get you way'd out here, and let you walk alone

You know your man down gone
You know your man down gone
You know your man down gone
To the country farm, with all the shackles on"
63,Ethel Waters,Shake That Thing,Jazz,"What makes a man go crazy when a woman
wears her dress so tight
What makes a man go crazy when a woman
wears that ol' dress so tight
Must be the same ol' thing
that make a tom cat fight all night

Now, why do all the big men
try to run a big-legged woman down
Now, why do all the big men
try to run a big ol' woman down
Must be the same ol' thing that
makes a bulldog a huggling 'round

It's that ol' same thing,
now tell me who's to blame
The whole world is fighting
about that ol' same thing

What make you feel so good
when your baby's in her evening gown
What make you feel so good
when your baby's in her evening gown
Must be that same ol' thing
that makes a preacher lay his bible down

It's that ol' same thing,
now tell me who's to blame
The whole world is fighting
about that ol' same thing"
64,Tommy Dorsey,"Stop, Look and Listen",Jazz,"Oh, Look at Me Now
Tommy Dorsey
Music and Lyrics byJoe Buskin and John De Vries

Him: I'm not the guy who cared about love
And I'm not the guy who cared about fortunes and such
Never cared much
Her: Oh look at you now

Him: I never knew the technique of kissing'
I never knew the thrill I could get from your touch
Never know much
Her: Oh look at you know

Her: You're a new man, better than
Casanova at his best
Him: With a new heart, a brand-new start
I'm so proud I'm bustin' my vest

Her: So you're the guy who turned out a lover
Him: Yes I'm the guy who laughed at those blue diamond rings
One of those things
Her: But look at you now

Chorus: He's not the guy who cared about love
And he's not the guy who cared about fortunes and such
Cared about much
But look at him now
Him: I'm a lover

Chorus: He never knew the technique of kissing'
He never knew the thrill he could get from her touch
Never knew much
But look at him now
Him: Man, I've really come on

Her: He's a new man, better than
Girls: Casanova at his best, bra-da
Her: With a new start, a brand-new heart
Men: He's so proud he's bustin' his vest

Chorus: So he's the guy who turned out a lover
So he's the guy who laughed at those blue diamond rings
One of those things
Him: But look at me now

Chorus: He's a new man, better than
Casanova at his best
He's got some new jive and it's really fine
Him: Boy, I'm so proud I'm bustin' my vest

Chorus: He's a lover, Yes, we know he's a lover, yes
Him: I laughed at those blue diamond rings
Just one of those things
Chorus: But look at him now
Him: Jack, I'm ready!
Chorus: Look at him now!

Lyrics provided by Betty E. Fisher (berfisher@aol.com)"
65,Ethel Waters,"I Just Couldn't Make It, Baby",Jazz,"Baby, please don't go
Baby, please don't go
Baby, please don't go, down to New Orleans
You know I love you so

Before I be your dog
Before I be your dog
Before I be your dog
I get you way'd out here, and let you walk alone

Turn your lamp down low
Turn your lamp down low
Turn your lamp down low
I beg you all night long, baby, please don't go

You brought me way down here
You brought me way down here
You brought me way down here
'bout to Rolling Forks, you treat me like a dog

Baby, please don't go
Baby, please don't go
Baby, please don't go, back the New Orleans
I beg you all night long

Before I be your dog
Before I be your dog
Before I be your dog
I get you way'd out here, and let you walk alone

You know your man down gone
You know your man down gone
You know your man down gone
To the country farm, with all the shackles on"
66,Tommy Dorsey,East Of The Sun,Jazz,"Your face—I see the hurt
Often stares me down, down
I can’t help but think
Our sacred hill fell down, baby

Unhealed history ’cause nothing’s right
I say that all you need is time
And maybe it’s right this time
And maybe it’s wrong next time
And I think so
She belongs to me

A-ha, I see the sun in your eyes
A-ha, I see my tears that you cry
A-ha, I see myself in your eyes
A-ha, I see the sun

The walls closing in
And I can’t catch my breath
Your eyes sunshine rain
I’ll love you till your death, baby

Unhealed history ’cause nothing’s right
I say that all you need is time
And maybe it’s right this time
And maybe it’s wrong next time
And I think so
You belong to me

A-ha, I see the sun in your eyes
A-ha, I see my tears that you cry
A-ha, I see myself in your eyes
A-ha, I see the sun

Oh oh oh
Oh oh oh oh
Oh oh oh
Oh oh oh oh

My face stares back
Fall into my arms
I feel your kiss
All around my face
I love the sounds
That she only makes
And I
I see the tears that you cry

A-ha

A-ha, I see the sun in your eyes
A-ha, I see my tears that you cry
A-ha, I see myself in your eyes
A-ha, I see the sun

Oh oh oh (a-ha)
Oh oh oh oh
Oh oh oh (a-ha)
Oh oh oh oh
Oh oh oh (a-ha)
Oh oh oh oh (I see the sun)
Oh oh oh (a-ha)
Oh oh oh oh (I see the sun)"
67,Ethel Waters,My Kind Of Man,Jazz,"The gypsy woman told my mother
Before I was born
I got a boy child's comin'
He's gonna be a son of a gun
He gonna make pretty women's
Jump and shout
Then the world wanna know
What this all about
But you know I'm him
Everybody knows I'm him
Well you know I'm the hoochie coochie man
Everybody knows I'm him

I got a black cat bone
I got a mojo too
I got the Johnny Concheroo
I'm gonna mess with you
I'm gonna make you girls
Lead me by my hand
Then the world will know
The hoochie coochie man
But you know I'm him
Everybody knows I'm him
Oh you know I'm the hoochie coochie man
Everybody knows I'm him

On the seventh hours
On the seventh day
On the seventh month
The seven doctors say
He was born for good luck
And that you'll see
I got seven hundred dollars
Don't you mess with me
But you know I'm him
Everybody knows I'm him
Well you know I'm the hoochie coochie man
Everybody knows I'm him"
68,Jelly Roll Morton,Sidewalk Blues,Jazz,"(M. Jagger/K. Richards)

I hear the click-clack of your feet on the stairs
I know you're no scare-eyed honey.
There'll be a feast if you just come upstairs
But it's no hanging matter
It's no capital crime

I can see that you're fifteen years old
No I don't want your I.D.
You look so rest-less and you're so far from home
But it's no hanging matter
It's no capital crime

Oh yeah, you're a strange stray cat
Oh yeah, don'tcha scratch like that
Oh yeah, you're a strange stray cat
Bet your mama don't know you scream like that
I bet your mother don't know you can spit like that.

You look so weird and you're so far from home
But you don't really miss your mother
Don't look so scared I'm no mad-brained bear
But it's no hanging matter
It's no capital crime
Oh, yeah
Woo!

I bet your mama don't know that you scatch like that
I bet she don't know you can bite like that.

You say you got a friend, that she's wilder than you
Why don't you bring her upstairs
If she's so wild then she can join in too
It's no hanging matter
It's no capital crime

Oh yeah, you're a strange stray cat
Oh yeah, don'tcha scratch like that
Oh yeah, you're a strange stray cat
I bet you mama don't know you can bite like that
I'll bet she never saw you scratch my back"
69,Ethel Waters,Honey In The Honeycomb,Jazz,"Sail on, sail on my little honey bee, sail on
Sail on, sail on my little honey bee, sail on
You gonna keep on sailing till you lose your happy home

Sail on, sail on my little honey bee, sail on
Sail on, sail on my little honey bee, sail on
I don't mind you sailing, but please don't sail so long

All right little honey bee

I hear a lotta buzzing, sound like my little honey bee
I hear a lotta buzzing, sound like my little honey bee
She been all around the world making honey
But now she is coming back home to me"
70,Ethel Waters,Cabin In The Sky,Jazz,"There were Arab with knives
At the foot of the bed
Right at the foot of the bed
Arab :""Don't cut the woman Mohamed,
I want the woman""
Oh my Good how did they get in here?
I thought we were safe home in England
She said ""Come on now kid, it was wrong what you did
You've got to admit it was wrong.""
Man :""Oh good....Jesus""
Sleep Sleep
I know that I'm only dreaming
Man :""Leave her alone..get out..out..get out of my house""
Through closed eyes
I see West German skies on the ceiling
And I want to get back
To the girl with the rucksack
To feel her flaxen hair
I want to be there
See the sun going down
Behind Krupps steelworks
On the outskirts of some German town

Mein Host :""Gutten Abend meiner Damen und Herren Ha Ha Ha Ha
Willcommen in Konigsburg Ha Ha Ha Ha
Wollen zie danzen mit mir oder drinken Mehr Ha Ha Ha""
Thank tou but......
This young lady and I
Will just finish this bottle of wine
It was kind of you...but
I think we'll just say goodnight.

Man :""Leave us alone""

Goodnight

Man :""Leave us alone,
Could I have the key to one four three please?""
Room Clerk:""There you are""
Man :""Thenk you, goodnight""
Room Clerk:""Goodnight Sir""

Man :""Hello yes I'd like to order breakfast please
I'd like coffee for two, and toast with marmalade
No...marmalade"""
71,Tommy Dorsey,Oh! Look At Me Now,Jazz,"Oh, Look at Me Now
Tommy Dorsey
Music and Lyrics byJoe Buskin and John De Vries

Him: I'm not the guy who cared about love
And I'm not the guy who cared about fortunes and such
Never cared much
Her: Oh look at you now

Him: I never knew the technique of kissing'
I never knew the thrill I could get from your touch
Never know much
Her: Oh look at you know

Her: You're a new man, better than
Casanova at his best
Him: With a new heart, a brand-new start
I'm so proud I'm bustin' my vest

Her: So you're the guy who turned out a lover
Him: Yes I'm the guy who laughed at those blue diamond rings
One of those things
Her: But look at you now

Chorus: He's not the guy who cared about love
And he's not the guy who cared about fortunes and such
Cared about much
But look at him now
Him: I'm a lover

Chorus: He never knew the technique of kissing'
He never knew the thrill he could get from her touch
Never knew much
But look at him now
Him: Man, I've really come on

Her: He's a new man, better than
Girls: Casanova at his best, bra-da
Her: With a new start, a brand-new heart
Men: He's so proud he's bustin' his vest

Chorus: So he's the guy who turned out a lover
So he's the guy who laughed at those blue diamond rings
One of those things
Him: But look at me now

Chorus: He's a new man, better than
Casanova at his best
He's got some new jive and it's really fine
Him: Boy, I'm so proud I'm bustin' my vest

Chorus: He's a lover, Yes, we know he's a lover, yes
Him: I laughed at those blue diamond rings
Just one of those things
Chorus: But look at him now
Him: Jack, I'm ready!
Chorus: Look at him now!

Lyrics provided by Betty E. Fisher (berfisher@aol.com)"
72,Ethel Waters,Hottentot Potentate - Live,Jazz,"When we grew up and went to school
There were certain teachers
Who would hurt the children any way they could
By pouring their derision upon anything we did
Exposing every weakness
However carefully hidden by the kids

But in the town it was well known
When they got home at night
Their fat and psychopathic wives would thrash them
Within inches of their lives"
73,Ethel Waters,Taking A Chance On Love,Jazz,"It's 12 past midnight, don't close your eyes
Your soul's half alive, and I'll be by your side
I've come to take you there, show you how to care
Just be aware, that you'll have to share

1-I want your love, I want it tonight
I'm taking your heart, so don't you fight
I'll be your answer, I'll be your wish
I'll be your fantasy, your favorite dish

2-From the back to the middle and around again
I'm gonna be there til the end
100% pure love
(repeat 2)

You saw a brand new high, thought that you could fly
Did I hear you cry, or did you like the ride
You call my name again, no it's not a sin
I'll show you how to win, and where I've been
(rpt 1, 2, 2, 2)

You'll never have to run away
you'll always have a friend to play
You'll never go out on your own
In me you will find a home, home
(rpt 2, 2)"
74,Ethel Waters,You Can't Stop Me From Loving You,Jazz,"It's 12 past midnight, don't close your eyes
Your soul's half alive, and I'll be by your side
I've come to take you there, show you how to care
Just be aware, that you'll have to share

1-I want your love, I want it tonight
I'm taking your heart, so don't you fight
I'll be your answer, I'll be your wish
I'll be your fantasy, your favorite dish

2-From the back to the middle and around again
I'm gonna be there til the end
100% pure love
(repeat 2)

You saw a brand new high, thought that you could fly
Did I hear you cry, or did you like the ride
You call my name again, no it's not a sin
I'll show you how to win, and where I've been
(rpt 1, 2, 2, 2)

You'll never have to run away
you'll always have a friend to play
You'll never go out on your own
In me you will find a home, home
(rpt 2, 2)"
75,Ethel Waters,Theif In The Night,Jazz,"Forty days and forty nights
Since my baby left this town
Sunshinin' all day long
But the rain keep comin' down
She's my life I need her so
Why she left I just don't know
Forty days and forty nights
Since I set right down and cried
Keep rainin' all the time
But the river is runnin' dry
Lord help me it just ain't right
I love that girl with all-a my might
Forty days and forty nights
Since my baby broke my heart
Searchin' for her in a while
Like a blind man in the dark
Love can make a poor man rich
Or break his heart I don't know which
Forty days and forty nights
Like a ship out on the sea
Prayin' for her each night
That she would come back-a home to me
Life is love and love is right
I hope she come back home tonight"
76,Jelly Roll Morton,Black Bottom Stomp,Jazz,"I see a red door and I want it painted black
No colors anymore I want them to turn black
I see the girls walk by dressed in their summer clothes
I have to turn my head until my darkness goes

I see a line of cars and they're all painted black
With flowers and my love both never to come back
I see people turn their heads and quickly look away
Like a new born baby it just happens ev'ry day

I look inside myself and see my heart is black
I see my red door and must have it painted black
Maybe then I'll fade away and not have to face the facts
It's not easy facin' up when your whole world is black

No more will my green sea go turn a deeper blue
I could not foresee this thing happening to you
If I look hard enough into the settin' sun
My love will laugh with me before the mornin' comes

I see a red door and I want it painted black
No colors anymore I want them to turn black
I see the girls walk by dressed in their summer clothes
I have to turn my head until my darkness goes

Hmm, hmm, hmm...

I wanna see your face, painted black
Black as night, black as coal
I wanna see the sun blotted out from the sky
I wanna see it painted, painted, painted, painted black
Yeah!"
77,Fats Waller,Ain't Misbehavin',Jazz,"No one to talk with.
All by myself.
No one to walk with,
But I'm happy
On the shelf.
Ain't misbehavin',
I'm savin' my love for you.

I know for certain
The one I love.
I'm through with flirtin',
It's you that I'm thinkin' of.
Ain't misbehavin'.
I'm savin' my love for you.

Like Jack Horner
In the corner.
Don't go nowhere.
What do I care?
Your kisses
Are worth waitin' for,
Believe me.

I don't stay out late,
Don't care to go.
I'm home about eight,
Just me and my radio.
Ain't misbehavin',
I'm savin' my love for you. (x2)"
78,Fats Waller,Two Sleepy People,Jazz,"Here we are
Out of cigarettes
Holding hands and yawning
Look how late it gets
Two sleepy people by dawn's early light
And too much in love to say goodnight

Here we are
In the cozy chair
Picking on a wishbone
From the Frigidaire
Two sleepy people with nothing to say
And too much in love to break away

Do you remember
The nights we used to linger in the hall?
Father didn't like you at all
Do you remember
The reason why we married in the fall?
To rent this little nest
And get a bit of rest

Well, here we are
Just about the same
Foggy little fella
Drowsy little dame
Two sleepy people by dawn's early light
And too much in love to say goodnight"
79,Fats Waller,Honeysuckle Rose,Jazz,"Every honey bee fills with jealousy,
when they see you out with me.

Goodness knows
You're my honeysuckle rose

When you're passin' by flowers droop and sigh,
and I know the reason why.

Goodness knows
You're my honeysuckle rose

Don't buy sugar,
You just have to touch my cup.
You're my sugar.
It's sweeter when you stir it up.

When I'm taking sips from your tasty lips
seems the honey fairly drips.

Goodness knows
You're my honeysuckle rose

Guitar solo

Goodness knows
You're my honeysuckle rose

Don't buy sugar,
You just have to touch my cup.
You're my sugar.
It's sweeter when you stir it up.

When I'm taking sips from your tasty lips
seems the honey fairly drips.

Goodness knows
You're my honeysuckle rose"
80,Fats Waller,I'm Gonna Sit Right Down and Write Myself a Letter,Jazz,"Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm saving all my lovin' just for you

Need your lovin' and I need it bad
Just like a dog when he's goin' mad
Woo-ee baby, woo-oo-ee
Baby won't you give your love to me

Eenie meenie and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me

[Instrumental Interlude]

Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love, you yes I do
And I'm saving all my lovin' just for you

Eenie, meenie, and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me"
81,George Olsen,Horses - Take 2,Jazz,"You thought that you knew where I was and when
But it looks like they've been foolin' you again
You thought that you'd got me all steaked out
But baby looks like I've been breaking out

I'm a dark horse
Running on a dark race course
I'm a blue moon
Since I stepped from out of the womb
I've been a cool jerk
Looking for the source
I'm a dark horse

You thought you had got me in your grip
Baby looks like you was not so smart
And I became too slippery for you
But let me say that was nothing new

I'm a dark horse
Running on a dark race course
I'm a blue moon
Since I picked up my first spoon
I've been a cool jerk
Looking for the source
I'm a dark horse

I thought that you knew it all along
Until you started getting me not right
Seems as if you heared a little late
But I warned you when
We both were at the starting gate

I'm a dark horse
Running on a dark race course
I'm a blue moon
Since I stepped from out of the womb
I've been a cool jerk
Who's looking for his perks
I'm a dark horse

I'm a dark horse
Running on a dark race course
I'm a blue moon
Since I stepped from out of the womb
I've been a cool jerk
Cooking at the source
I'm a dark horse"
82,Fats Waller,The Joint Is Jumpin',Jazz,"They have a new expression along old Harlem way,
That tells you when a party is ten times more than gay:
To say that things are jumpin' leaves not a single doubt,
That everthing is in full swing when you hear someone shout.
Here 'tis:

The joint is jumpin',
It's really jumpin',
Come in, cats, and check your hats,
I mean this joint is jumpin'!

The piano's thumpin',
The dancers are bumpin',
This here spot is more than hot,
In fact, the joint is jumpin'!

Check your weapons at the door,
Be sure to pay your quarter,
Burn your leather on the floor,
Grab anybody's daughter.

The roof is rockin',
The neighbors knockin',
We're all bums when the wagon comes,
I mean, this joint is jumpin'!

[Spoken]
Let it be! Yas!
Burn this joint, boy!
Yas!
Oh, my! Yas!
Don't you hit that chick, that's my broad!
Where'd you get that stuff at?
Why, I'll knock you to your knees!
What?
Put this cat out of here!
What?
Get rid of that pistol! Get rid of that pistol! Yeah! Get rid of it, yas!
Yeah!
That's what I'm talkin' about! Ha, ha! Yas!
Now it's really ready!
No, baby, not now, I can't come over there right now.
Yeah, let's do it!
[Party noises and shouting]

The joint is jumpin',
It's really jumpin'!
Every Mose is on his toes,
I mean this joint is jumpin'!

[Police whistle]

Uh-oh! No time for talkin',
This place is walkin', yes,
Get your jug and cut the rug,
I think the joint is jumpin'.
Listen!

Get your pig feet, bread and gin,
There's plenty in the kitchen!
Who is that that just came in?
Just look at the way he's switchin'!

[Spoken]
Aw, mercy,
Don't mind the hour,
I'm in power.
I've got bail if we go to jail.
I mean this joint is jumpin'!
Don't give your right name, no, no, no, no!"
83,Fats Waller,"Ain't Misbehavin' - (from the musical comedy ""Connie's Hot Chocolates"")",Jazz,"No one to talk with.
All by myself.
No one to walk with,
But I'm happy
On the shelf.
Ain't misbehavin',
I'm savin' my love for you.

I know for certain
The one I love.
I'm through with flirtin',
It's you that I'm thinkin' of.
Ain't misbehavin'.
I'm savin' my love for you.

Like Jack Horner
In the corner.
Don't go nowhere.
What do I care?
Your kisses
Are worth waitin' for,
Believe me.

I don't stay out late,
Don't care to go.
I'm home about eight,
Just me and my radio.
Ain't misbehavin',
I'm savin' my love for you. (x2)"
